"","stops.stop_name","stops.stop_id","stops.stop_lat","stops.stop_lon","freq"
"3638","48th Ave & Dahlia St",11278,39.783502,-104.932022,169
"3639","W 50th Ave & Lowell Blvd",11341,39.787375,-105.034151,77
"3640","California St & 25th St",12653,39.753465,-104.981579,178
"3641","W Colfax Ave & Miller St",12931,39.740334,-105.11377,221
"3642","Collyer St & 19th Ave",13032,40.191898,-105.098164,22
"3643","W Dartmouth Ave & S Lamar St",13282,39.659714,-105.06744,16
"3644","Evans Ave & S Milwaukee St",13605,39.678522,-104.952638,98
"3645","W Exposition Ave & S Irving St",13665,39.703967,-105.02929,66
"3646","Havana St & 8th Ave",14250,39.72952,-104.865789,165
"3647","Sheridan Blvd & W 26th Ave",16462,39.754509,-105.053374,96
"3648","Sheridan Blvd & W 48th Ave",16477,39.784289,-105.053117,96
"3649","Sheridan Blvd & W 72nd Ave",16499,39.827822,-105.053106,96
"3650","Smith Rd & Holly St",16605,39.774258,-104.920806,76
"3651","S Wadsworth Blvd & W Girton Ave",17054,39.656118,-105.081224,91
"3652","S Wadsworth Blvd & W Mexico Pl",17081,39.685531,-105.081563,79
"3653","Washington St & 64th Ave",17188,39.812507,-104.978187,111
"3654","Washington St & Muriel Dr",17225,39.896812,-104.977774,111
"3655","Broadway & Pleasant St",17892,40.009321,-105.275998,429
"3656","S Chambers Rd & Dartmouth Ave",18380,39.660799,-104.809807,114
"3657","Leetsdale Dr & S Forest St",18866,39.708268,-104.927438,125
"3658","S Chambers Rd & Oxford Ave",19624,39.6424,-104.810015,114
"3659","South Boulder Rd & Edessa Dr",20006,39.986894,-105.113382,73
"3660","Arapahoe Rd & Willow Creek Dr",20359,40.014688,-105.166625,75
"3661","W 38th Ave & Wyandot St",21463,39.769359,-105.014369,106
"3662","S Colorado Blvd & Cherry Creek N Dr",21795,39.706876,-104.940926,160
"3663","56th Ave & Monaco St",22088,39.798272,-104.913102,73
"3664","13000 Block Colorado Blvd",22167,39.931522,-104.940178,38
"3665","16th Street Mall & Larimer St",22373,39.749098,-104.997223,554
"3666","Brighton Rd & 88th Ave",22953,39.856278,-104.911528,41
"3667","Washington Ave & Iowa St",23464,39.765769,-105.23139,4
"3668","W Bowles Ave & S Simms St",24582,39.60958,-105.129124,30
"3669","S Boston St & Peakview Ave",24782,39.599132,-104.88065,106
"3670","Inca St & W Dartmouth Ave",25024,39.659563,-104.997222,60
"3671","S Santa Fe Dr & Town Center Dr",25036,39.548297,-105.036219,45
"3672","Colfax Ave & Zeno St",25372,39.740015,-104.773573,114
"3673","Jay St & 30th St",25665,40.051107,-105.255257,80
"3674","W Virginia Ave & S Teller St",25826,39.707023,-105.077104,161
"3675","S Ceylon St & Hampden Ave",26124,39.653457,-104.763575,111
"3676","Hwy 93 & Milepost 10",26412,39.899847,-105.240987,4
"3677","Downing St & Bruce Randolph Ave",33208,39.76408,-104.973465,111
"3678","S Tower Rd & Evans Ave",33268,39.68117,-104.772612,108
"3679","S Broadway & Floyd Ave",33371,39.656238,-104.987535,196
"3680","120th Ave & Prairie View High School",34102,39.91448,-104.840337,36
"3681","S Lewiston Way & S Jasper Way",35359,39.602482,-104.805401,114
"3682","S Broadway & Dartmouth Ave",12509,39.989015,-105.25559,484
"3683","Yale Station",33723,39.668779,-104.927566,0
"3684","Park Meadows Mall",25905,39.564328,-104.874702,43
"3685","Peoria Station Track 2",34472,39.767654,-104.850903,290
"3686","Sky Ridge Station",35204,39.532059,-104.870263,448
"3687","Ridgegate Parkway Station",35245,39.51936,-104.865365,0
"3688","Commerce City - 72nd Station Track 1",35248,39.825899,-104.942995,140
"3689","W 104th Ave & Quivas St",10024,39.88507,-105.007153,79
"3690","W 1st Ave & Sheridan Blvd",10471,39.718158,-105.052736,50
"3691","30th St & Colorado Ave",10829,40.007074,-105.253371,89
"3692","W 38th Ave & Wadsworth Blvd",11056,39.769434,-105.082396,106
"3693","4700 Block W 52nd Ave",11386,39.791144,-105.047637,74
"3694","56th Ave & Holly St",11413,39.798246,-104.921894,73
"3695","W 70th Ave & Pecos St",11636,39.823542,-105.005701,20
"3696","W Alameda Ave & S Knox Ct",12030,39.711331,-105.033414,105
"3697","W Alameda Ave & S Quail St",12072,39.711023,-105.124386,99
"3698","Arapahoe Rd & S Holly St",12272,39.594917,-104.922422,54
"3699","Bannock St & W 7th Ave",12327,39.726995,-104.990364,75
"3700","S Buckley Rd & Princeton Dr",12648,39.641078,-104.79158,102
"3701","S Chambers Rd & Florida Ave",12708,39.688958,-104.810018,115
"3702","Colorado Blvd & 40th Ave",13072,39.772359,-104.940682,160
"3703","S Downing St & Louisiana Ave",13418,39.693481,-104.973357,111
"3704","W Florida Ave & S Sheridan Blvd",13942,39.689604,-105.053679,63
"3705","Hampden Ave & S Verbena St",14178,39.652976,-104.89153,165
"3706","Havana St & 6th Ave",14249,39.725264,-104.866084,163
"3707","11000 Block Huron St",14413,39.896995,-104.996551,40
"3708","Ivy St & 50th Ave",14624,39.787251,-104.919842,12
"3709","Josephine St & 8th Ave",14716,39.72938,-104.958999,37
"3710","Lookout Rd & Idylwild Trail",15048,40.072852,-105.193024,80
"3711","MLK Blvd & Madison St",15242,39.76199,-104.946792,178
"3712","S Peoria St & Mississippi Ave",15946,39.695902,-104.847271,143
"3713","Quebec St & 11th Ave",16112,39.733175,-104.90337,91
"3714","S University Blvd & Florida Ave",16836,39.689013,-104.95943,40
"3715","S Wadsworth Blvd & W Kentucky Ave",17072,39.700477,-105.081626,208
"3716","Yale Ave & S Xanadu Way",17372,39.667507,-104.833737,106
"3717","Mountain View Ave & Spencer St",17537,40.181262,-105.124829,22
"3718","South Boulder Rd & Barcelona Dr",17890,39.986883,-105.180061,74
"3719","E Spaulding St & Dove St",17909,39.99139,-105.084849,45
"3720","Smoky Hill Rd & S Chambers Rd",18285,39.632231,-104.809594,53
"3721","Hampden Ave & S Eagle St",18395,39.653206,-104.817276,108
"3722","Colorado Blvd & 106th Ave",18935,39.888551,-104.940347,38
"3723","S Buckley Rd & Smoky Hill Rd",19618,39.626817,-104.791368,60
"3724","Walnut St & 16th St",19776,40.017852,-105.274561,42
"3725","W Ellsworth Ave & Galapago St",19831,39.71662,-104.996046,49
"3726","S Peoria St & Warren Pl",19845,39.676887,-104.847094,149
"3727","S Parker Rd & S Macon St",19909,39.661339,-104.856023,114
"3728","S Monaco Pkwy & Alaska Dr",21121,39.708535,-104.912733,76
"3729","Airport Blvd & 2nd Ave",21183,39.719467,-104.791218,63
"3730","US 287 & Empire Rd",21286,39.970946,-105.090427,2
"3731","Lookout Rd & Gunpark Dr",21999,40.072848,-105.197991,80
"3732","72nd Ave & Kearney St",22035,39.827153,-104.916841,114
"3733","S Chambers Rd & S Chambers Way",22440,39.640515,-104.810055,114
"3734","Hover St & 21st Ave",22500,40.195568,-105.131034,22
"3735","Spine Rd & Gunpark Dr",22711,40.070278,-105.202083,78
"3736","88th Ave & Welby Rd",22945,39.856029,-104.953657,65
"3737","Havana St & 37th Ave",23421,39.769545,-104.86589,15
"3738","W 90th Ave & Wadsworth Blvd",23686,39.859555,-105.079805,61
"3739","Highlands Ranch Pkwy & Ridgeglen Way",24966,39.548323,-104.986835,43
"3740","W Grant Ranch Blvd & W Sumac Ave",25008,39.615099,-105.064008,40
"3741","Manhattan Cir & South Boulder Rd",25972,39.984369,-105.228501,14
"3742","W 120th Ave & Lamar St",26220,39.914071,-105.066455,45
"3743","W Jewell Ave & S Depew St",33054,39.682377,-105.057755,73
"3744","Nelson Rd & Gooseberry Dr",33914,40.152459,-105.158478,33
"3745","W Colfax Ave & Oak St",34562,39.740323,-105.119315,221
"3746","Carr St & Ridge Rd",34956,39.796813,-105.090955,20
"3747","19th St & Larimer St",35216,39.751818,-104.993746,6
"3748","40th Ave & Airport Blvd-Gateway Park Stn Gate E",26158,39.769651,-104.787109,129
"3749","Nederland",33832,39.962279,-105.512878,0
"3750","16th Street Mall & California St",22357,39.745179,-104.992403,560
"3751","Lincoln Station",34005,39.546353,-104.869622,408
"3752","Louisiana / Pearl Station Gate A",15056,39.692899,-104.977777,192
"3753","23rd Ave & Monaco Pkwy",10600,39.751109,-104.912696,82
"3754","3rd St & Center Ave",11086,39.720871,-105.116516,2
"3755","W 44th Ave & Pierce St",11172,39.776555,-105.071677,58
"3756","W 44th Ave & Saulsbury St",11180,39.776691,-105.076038,59
"3757","6th Ave & Ivy Ln",11556,39.725289,-104.918725,85
"3758","8th Ave & Downing St",11844,39.729114,-104.97359,85
"3759","5700 Block Arapahoe Ave",12237,40.014762,-105.220185,89
"3760","Baseline Rd & Inca Pkwy",12352,40.000221,-105.240602,79
"3761","4100 Block Brighton Blvd",12424,39.775695,-104.971751,84
"3762","S Broadway & Dartmouth Ave",12510,39.660901,-104.987463,196
"3763","S Cherry St & Mississippi Ave",12756,39.69747,-104.933954,52
"3764","Collyer St & 19th Ave",13031,40.192622,-105.098038,22
"3765","Colorado Blvd & 17th Ave",13053,39.744314,-104.940581,247
"3766","W Dartmouth Ave & S Raleigh St",13305,39.659404,-105.042817,16
"3767","Downing St & 4th Ave",13384,39.722166,-104.972859,111
"3768","Federal Blvd & W 17th Ave",13704,39.744283,-105.025117,174
"3769","W Jewell Ave & S Wadsworth Blvd",14694,39.682315,-105.081967,73
"3770","Kipling St & W 8th Pl",14846,39.730335,-105.109536,39
"3771","Kipling St & W Colfax Ave",14859,39.740562,-105.109433,39
"3772","Lamar St & W 70th Ave",14925,39.824016,-105.067278,20
"3773","Lipan St & W 42nd Ave",14994,39.774532,-105.001688,125
"3774","Lookout Rd & N 75th St",15042,40.07278,-105.179445,80
"3775","W Mississippi Ave & S Pierce St",15424,39.695868,-105.071797,66
"3776","Pecos St & W 96th Ave",15861,39.870657,-105.00552,51
"3777","Quincy Ave & S Tamarac Pkwy",16192,39.638765,-104.896849,123
"3778","1400 Block Sable Blvd",16365,39.738078,-104.81951,176
"3779","Sheridan Blvd & W 64th Ave",16496,39.811838,-105.053429,96
"3780","S Sheridan Blvd & S Zenobia Way",16574,39.686355,-105.05307,133
"3781","S University Blvd & Mississippi Ave",16860,39.696332,-104.95939,40
"3782","Ura Ln & W 102nd Ave",16883,39.880925,-105.012068,51
"3783","Washington St & 83rd Dr",17199,39.846203,-104.978008,111
"3784","W Yale Ave & S Federal Blvd",17314,39.66778,-105.025643,81
"3785","S Potomac St & Arkansas Ave",17596,39.692491,-104.831148,81
"3786","S Buckley Rd & Kent Dr",17628,39.647711,-104.791448,63
"3787","Via Appia & South Boulder Rd",17887,39.986257,-105.142175,117
"3788","Hampden Ave & S Dawson St",18375,39.652973,-104.819418,111
"3789","S Chambers Rd & Ohio Ave",18779,39.701266,-104.809778,114
"3790","Washington Ave & 2nd St",19472,39.764272,-105.229467,4
"3791","Temple Dr & S Wabash St",20810,39.632414,-104.889404,97
"3792","Grant St & Eppinger Blvd",21545,39.863935,-104.983513,111
"3793","S Buckley Rd & Quincy Ave",22227,39.639078,-104.791304,98
"3794","Iliff Ave & S Dayton St",22333,39.674866,-104.879092,109
"3795","Arapahoe Rd & 65th St",22647,40.014604,-105.200135,77
"3796","88th Ave & Devonshire Blvd",22993,39.856199,-104.956,61
"3797","Hover St & 20th St",23261,40.193725,-105.130747,24
"3798","56th Ave & Quebec St",23516,39.798307,-104.905316,73
"3799","Amherst Ave & Bates Ave",23822,39.664374,-104.767662,111
"3800","5200 Block S Wadsworth Blvd",24000,39.620861,-105.090989,139
"3801","Lowry Blvd & Alton Way",24470,39.725439,-104.878023,85
"3802","Colfax Ave & Zeno St",24630,39.740008,-104.777386,174
"3803","40th Ave & Salida St",26384,39.77294,-104.784299,369
"3804","Montview Blvd & Peoria St",26407,39.747325,-104.846453,84
"3805","S Tower Rd & Evans Ave",33269,39.680576,-104.772279,111
"3806","S Hover St & Ken Pratt Blvd",34190,40.139868,-105.131018,53
"3807","W 26th Ave & Irving St",34719,39.754886,-105.030208,56
"3808","Maxwell Pl & Jebel Ct",34801,39.794938,-104.749294,123
"3809","Colorado Blvd & 138th Ave",35296,39.94542,-104.940434,76
"3810","Ward Road PnR Gate D",21704,39.780504,-105.138683,102
"3811","Alameda Ave & S Harrison St",18513,39.71142,-104.941502,174
"3812","Colfax Ave & Peoria St",12954,39.740056,-104.845858,456
"3813","Decatur-Federal Station",34232,39.737418,-105.024806,0
"3814","Sheridan Station",33561,39.735147,-105.053616,284
"3815","W 10th Ave & Winona Ct",10081,39.733125,-105.047719,32
"3816","18th Ave & Washington St",10345,39.74491,-104.979029,82
"3817","23rd Ave & Leyden St",10595,39.75102,-104.914753,84
"3818","W 32nd Ave & Green Ct",10859,39.762605,-105.02739,40
"3819","W 32nd Ave & Meade St",10898,39.762186,-105.03605,40
"3820","W 44th Ave & Chase St",11115,39.776524,-105.05637,154
"3821","W 48th Ave & Golden Ct",11284,39.783904,-105.061181,96
"3822","W 88th Ave & Benton St",11805,39.856277,-105.056508,91
"3823","Alameda Ave & S Emerson St",11985,39.711054,-104.97651,46
"3824","W Alameda Ave & S Oak St",12056,39.711068,-105.119592,99
"3825","Alameda Ave & S Revere St",12104,39.711282,-104.838104,46
"3826","Dahlia St & Bruce Randolph Ave",13212,39.76478,-104.931769,76
"3827","S Downing St & Evans Ave",13400,39.67874,-104.973519,111
"3828","S Downing St & Harvard Ave",13408,39.671166,-104.973401,111
"3829","W Exposition Ave & S Dale Ct",13655,39.703855,-105.02126,66
"3830","Federal Blvd & W 108th Ave",13696,39.892346,-105.02491,32
"3831","S Federal Blvd & W Union Ave",13851,39.63198,-105.025257,50
"3832","W Florida Ave & S Xavier St",13957,39.689581,-105.050541,63
"3833","Hampden Ave & S Akron St",14132,39.65317,-104.881952,163
"3834","Kipling St & W 77th Dr",14842,39.836793,-105.110128,26
"3835","S Lowell Blvd & W Oxford Ave",15104,39.642576,-105.034612,112
"3836","S Main St & St Vrain Greenbelt",15162,40.156324,-105.102357,33
"3837","S Reservoir Rd & Mansfield Ave",15197,39.646038,-104.772111,38
"3838","Mississippi Ave & S Quebec St",15428,39.695721,-104.904023,81
"3839","W Mississippi Ave & S Wadsworth Blvd",15467,39.696496,-105.081053,66
"3840","Sheridan Blvd & W 52nd Ave",16481,39.791607,-105.053077,96
"3841","Sheridan Blvd & W 84th Ave",16517,39.849297,-105.053318,96
"3842","Table Mesa Dr & S Broadway",16686,39.984738,-105.250824,211
"3843","30th Ave & Abilene St",17857,39.756861,-104.825021,115
"3844","Hwy 93 & W 58th Ave",17944,39.802846,-105.22446,4
"3845","US 287 & Midway Blvd",17957,39.923004,-105.090548,18
"3846","S Chambers Rd & Bates Ave",18956,39.663289,-104.81011,115
"3847","21st Ave & Frontier St",19439,40.196152,-105.127941,22
"3848","W Baseline Rd & N Cornelius St",19964,40.000289,-105.092289,142
"3849","Arizona Ave & S Birch St",20481,39.694718,-104.935899,52
"3850","45th Ave & Andes Ct",20846,39.777885,-104.771668,123
"3851","York St & 40th Ave",21377,39.772382,-104.959326,37
"3852","Huron St & Naiad Dr",22002,39.887363,-104.996551,119
"3853","S University Blvd & Cherryridge Rd",22298,39.635137,-104.959504,37
"3854","Baseline Rd & Ord Dr",22829,40.000078,-105.167367,79
"3855","88th Ave & 89th Ave",22986,39.857032,-104.918175,41
"3856","S University Blvd & S Colorado Blvd",24674,39.544153,-104.943294,43
"3857","US 85 & 112th Ave",24873,39.899281,-104.869082,6
"3858","W Grant Ranch Blvd & S Reed Way",25018,39.618642,-105.077866,38
"3859","E Mountain View Ave & Alpine St",25170,40.181392,-105.081696,20
"3860","S Adams St & Ellsworth Ave",25338,39.716091,-104.94866,107
"3861","W 120th Ave & Chase St",26236,39.914343,-105.05828,45
"3862","Plaza Dr & Centennial Blvd",26614,39.559098,-104.990948,111
"3863","Mississippi Ave & S Bellaire St",33540,39.696517,-104.936789,81
"3864","S Public Rd & Old Laramie Trail",34743,39.980361,-105.09064,18
"3865","16th St Mall & Wewatta St",35194,39.752522,-105.001819,560
"3866","S Prince St & W Church Ave Gate E",16081,39.611011,-105.016095,54
"3867","Littleton Downtown Station Gate C",33235,39.610951,-105.015765,38
"3868","40th & Colorado Station Track 1",34467,39.776071,-104.942045,290
"3869","Arvada Ridge Station Track 1",34520,39.792562,-105.111727,160
"3870","Thornton Crossroads & 104th Station Gate F",13960,39.882055,-104.942018,126
"3871","12th Ave & Madison St",10176,39.735165,-104.946462,105
"3872","19th St & Upland Ave",10391,40.052543,-105.27283,42
"3873","23rd Ave & Jasmine St",10591,39.751132,-104.919082,82
"3874","23rd Ave & Pratt St",10607,40.19947,-105.106607,22
"3875","30th St & Walnut St",10847,40.020784,-105.253512,92
"3876","W 48th Ave & Chase St",11266,39.78389,-105.057044,96
"3877","48th Ave & Holly St",11286,39.78385,-104.923246,13
"3878","72nd Ave & Clermont St",11653,39.827171,-104.934483,155
"3879","W Alameda Ave & S Quitman St",12076,39.71116,-105.040448,111
"3880","S Broadway & Colorado Ave",12500,39.684251,-104.987441,196
"3881","S Broadway & Iliff Ave",12535,39.675189,-104.987477,196
"3882","S Broadway & W Sterne Pkwy",12596,39.592567,-104.988443,111
"3883","Colfax Ave & Franklin St",12883,39.739917,-104.968175,240
"3884","Colorado Blvd & 23rd Ave",13058,39.750804,-104.940523,247
"3885","Downing St & 6th Ave",13385,39.725452,-104.972868,111
"3886","S Federal Blvd & W Amherst Ave",13783,39.665654,-105.025017,160
"3887","W Florida Ave & S Pierce St",13929,39.689374,-105.071515,63
"3888","Hwy 224 & Clayton St",14467,39.830172,-104.954693,20
"3889","W Jewell Ave & S Ammons St",14657,39.682147,-105.086976,74
"3890","W Jewell Ave & S Pierce St",14686,39.682095,-105.071656,74
"3891","Kentucky Ave & S Salida St",14768,39.70024,-104.782522,108
"3892","50th Ave & Lincoln St",14973,39.787452,-104.986041,40
"3893","Mansfield Ave & S Richfield St",15199,39.645709,-104.787284,39
"3894","Quebec St & Richthofen Pl",16181,39.735076,-104.903401,91
"3895","Table Mesa Dr & Harvard Ln",16691,39.985026,-105.251049,11
"3896","S University Blvd & Iliff Ave",16849,39.675113,-104.959315,37
"3897","Wadsworth Blvd & W 64th Ave",16992,39.812417,-105.0815,77
"3898","Wadsworth Blvd & W 87th Dr",17013,39.854799,-105.081522,79
"3899","S Wadsworth Blvd & W Eastman Pl",17046,39.658578,-105.081297,91
"3900","Washington St & 51st Ave",17176,39.788907,-104.978375,111
"3901","York St & 18th Ave",17388,39.745099,-104.959713,37
"3902","York St & 28th Ave",17396,39.757252,-104.959678,37
"3903","15th St & Stout St [ Y Stop ]",17703,39.745549,-104.994948,504
"3904","Eppinger Blvd & Nagel Dr",18519,39.864742,-104.970159,38
"3905","S Kalamath St & W Lehigh Ave",21448,39.647816,-105.000485,61
"3906","S Buckley Rd & S Nucla Way",21454,39.677535,-104.791167,167
"3907","16th Street Mall & Arapahoe St",22353,39.747869,-104.995887,560
"3908","15th St & Wynkoop St",22574,39.751033,-105.002397,213
"3909","Dad Clark Dr & S University Blvd",22675,39.560619,-104.960295,40
"3910","W 38th Ave & Fox St",23218,39.769224,-104.99622,102
"3911","S Buckley Rd & Mississippi Ave",23913,39.696152,-104.791235,167
"3912","W 63rd Ave & Wright St",23927,39.810931,-105.140666,188
"3913","W Virginia Ave & S Wadsworth Blvd",25136,39.707144,-105.082279,355
"3914","Airport Rd & Buckthorn Dr",25344,40.146531,-105.151794,33
"3915","Broadway & Marine St",25444,40.013145,-105.278214,355
"3916","Quebec St & 36th Ave",25451,39.767028,-104.903543,351
"3917","Morrison Rd & S Patton Ct",25863,39.705806,-105.040314,37
"3918","Campus Dr & US 287",25898,39.967442,-105.088469,16
"3919","3800 Block W Kenyon Ave",25952,39.649566,-105.040933,61
"3920","88th Ave & Fish Hatchery Rd",26018,39.85618,-104.925075,41
"3921","S Buckley Rd & Maplewood Dr",26363,39.604528,-104.787289,63
"3922","Smoky Hill Rd & S Gun Club Rd",33323,39.602429,-104.717646,54
"3923","6400 Block South Boulder Rd",33484,39.986107,-105.203522,73
"3924","9th Ave & Pratt St",34180,40.173846,-105.105004,22
"3925","Himalaya Rd & Mitchell Pl",34853,39.776959,-104.753972,123
"3926","Andrews Dr & Billings St",34862,39.785281,-104.833299,123
"3927","Alameda Station",23042,39.708706,-104.993143,812
"3928","Aspen Park",33793,39.541051,-105.298494,0
"3929","Colorado Station Gate A",26121,39.679881,-104.938629,52
"3930","Perry Station",34234,39.734568,-105.040036,0
"3931","Oak Station Gate C",33963,39.73749,-105.120309,339
"3932","Red Rocks Community College Station",33966,39.725014,-105.151782,136
"3933","Peoria Station Gate G",34738,39.766232,-104.850903,229
"3934","41st & Fox Station Track 2",34559,39.773021,-104.996992,236
"3935","23rd Ave & Holly St",10586,39.751132,-104.922766,82
"3936","W 32nd Ave & Sheridan Blvd",10912,39.762062,-105.052799,40
"3937","W 38th Ave & High Ct",10993,39.769433,-105.076553,106
"3938","W 44th Ave & Eaton St",11124,39.776689,-105.059591,155
"3939","W 50th Ave & Knox Ct",11337,39.787556,-105.032873,74
"3940","8th Ave & Humboldt St",11859,39.729126,-104.969752,85
"3941","W Alameda Ave & S Harlan St",12005,39.711262,-105.063355,105
"3942","Bannock St. & 7th Ave",12331,39.726569,-104.990166,73
"3943","S Broadway & W Powers Ave",12443,39.616343,-104.98819,111
"3944","Broadway & Alpine Ave",12475,40.026273,-105.282194,206
"3945","S Colorado Blvd & Exposition Ave",13115,39.704179,-104.940888,160
"3946","1800 Block W Dartmouth Ave",13293,39.660525,-105.008274,60
"3947","S Downing St & Kentucky Ave",13415,39.699982,-104.973467,111
"3948","Easter Ave & S University Blvd",13493,39.588935,-104.961085,53
"3949","Federal Blvd & W 74th Ave",13756,39.829863,-105.025118,57
"3950","S Federal Blvd & W Amherst Ave",13784,39.664595,-105.025244,160
"3951","S Federal Blvd & W Louisiana Ave",13833,39.69391,-105.024933,271
"3952","Hampden Ave & S Colorado Blvd",14137,39.652894,-104.940188,120
"3953","Huron St & W 99th Ave",14429,39.875126,-104.996776,37
"3954","Larimer St & 32nd St",14945,39.764319,-104.97801,53
"3955","S Lincoln St & Virginia Ave",14988,39.707768,-104.986327,210
"3956","Main St & 3rd Ave",15151,40.163474,-105.102641,105
"3957","Mississippi Ave & S Geneva St",15366,39.696445,-104.867957,81
"3958","Mountain View Ave & Vivian St",15652,40.181365,-105.119478,22
"3959","S Peoria St & Dartmouth Ave",15925,39.661401,-104.847418,247
"3960","Sheridan Blvd & W 1st Ave",16455,39.718911,-105.053154,96
"3961","S University Blvd & Cherry Hills Dr",16813,39.643008,-104.959624,40
"3962","S Wadsworth Blvd & W Woodard Dr",17108,39.676063,-105.081589,79
"3963","Ward Rd & W 61st Ave",17126,39.807296,-105.138027,74
"3964","Ken Pratt Blvd & S Bowen St",17573,40.152234,-105.111595,74
"3965","17th St & Glenarm [ Y Stop ]",17710,39.744464,-104.989005,105
"3966","N Public Rd & W Geneseo St",17872,39.999373,-105.090559,144
"3967","Hwy 119 & Hwy 52",17996,40.089322,-105.18962,54
"3968","Smoky Hill Rd & Radcliff Dr",18282,39.636713,-104.820832,53
"3969","W 92nd Ave & Raleigh St",18331,39.863582,-105.040721,61
"3970","S Buckley Rd & Dartmouth Ave",18950,39.659967,-104.790957,60
"3971","W 88th Ave & Independence St",19416,39.856527,-105.104176,26
"3972","W 112th Ave & Benton St",19551,39.89988,-105.055597,37
"3973","75th St & Old Mill Trail S",19814,40.056765,-105.178266,80
"3974","W 9th Ave & Kalamath St",20125,39.730464,-104.999837,37
"3975","Chambers Rd & 5th Ave",20224,39.722826,-104.809992,115
"3976","72nd Ave & Hwy 2",21400,39.827107,-104.915093,114
"3977","Via Appia & South Boulder Rd",21637,39.986395,-105.142337,115
"3978","Arapahoe Rd & N 101st St",21669,40.014761,-105.115897,75
"3979","Hwy 119 & Hurricane Hill Rd",21918,39.968357,-105.48502,29
"3980","80th Ave & Larkwood St",22979,39.841769,-104.914581,41
"3981","Colorado Blvd & Muriel Dr",23647,39.896667,-104.940134,38
"3982","Tower Rd & 22nd Ave",24519,39.748817,-104.772472,63
"3983","S University Blvd & S Crosspointe Dr",24671,39.54402,-104.924444,43
"3984","Hampden Ave & S Sherman St",25212,39.653194,-104.985655,147
"3985","S Yosemite St & Lehigh Ave",25247,39.647182,-104.885126,97
"3986","Exempla Cir & Public Rd",25892,39.971947,-105.083778,16
"3987","28th St & Spruce St",26095,40.023492,-105.258565,134
"3988","17th Pl & Aurora Ct",26572,39.744538,-104.837592,82
"3989","W 46th Ave & Zuni St",34349,39.780121,-105.015311,77
"3990","Quebec St & 28th Ave",34403,39.755745,-104.903242,91
"3991","MLK Blvd & Niagara St",34442,39.762025,-104.910868,178
"3992","W Evans Ave & S Sheridan Blvd",34463,39.679212,-105.055225,73
"3993","Maxwell Pl & Netherland St",34806,39.795981,-104.739895,126
"3994","2200 Block W Hecla Dr",35226,39.992269,-105.131461,43
"3995","112th Ave & Irma Dr",35280,39.899582,-104.96475,148
"3996","40th Ave & Airport Blvd-Gateway Park Stn Gate C",26156,39.770081,-104.786684,123
"3997","40th Ave & Airport Blvd-Gateway Park Stn Gate G",26160,39.76965,-104.786449,123
"3998","El Rancho",33808,39.700022,-105.331002,0
"3999","Broadway & 27th Way",12439,39.995932,-105.260951,332
"4000","Nine Mile Station Gate F",26196,39.658014,-104.846143,253
"4001","Pepsi Center / Elitch Gardens Station",25429,39.748736,-105.00943,816
"4002","Colorado Blvd & Colfax Ave",13092,39.741007,-104.940502,163
"4003","Northglenn - 112th Station Track 1",35254,39.902133,-104.960231,140
"4004","W 10th Ave & Sheridan Blvd",10076,39.733072,-105.052504,37
"4005","W 1st Ave & Wolff St",10491,39.718123,-105.047607,50
"4006","30th St & Arapahoe Ave",10834,40.015299,-105.253563,92
"4007","Bruce Randolph Ave & Elizabeth St",10943,39.764413,-104.955829,76
"4008","W 38th Ave & Wadsworth Blvd",11055,39.769243,-105.081,102
"4009","W 38th Ave & Wolff St",11061,39.769437,-105.049079,106
"4010","3600 Block 40th Ave",11094,39.772814,-104.94465,37
"4011","60th Ave & Glencoe St",11490,39.805506,-104.926042,229
"4012","6th St & North Ave",11622,39.7224,-105.122976,2
"4013","W Alameda Ave & S Routt St",12081,39.711056,-105.128387,99
"4014","Arapahoe Ave & 17th St",12202,40.014644,-105.272935,92
"4015","Arapahoe Ave & 33rd St",12216,40.01451,-105.249753,92
"4016","W Colfax Ave & Meade St",12928,39.740259,-105.035537,216
"4017","Colfax Ave & Oneida St",12949,39.740252,-104.90854,239
"4018","W Colfax Ave & Oak St",12950,39.740322,-105.119452,98
"4019","W Colfax Ave & Youngfield St",13023,39.739752,-105.142089,101
"4020","1600 Block W Dartmouth Ave",13294,39.660414,-105.007175,63
"4021","Federal Blvd & W 54th Ave",13734,39.794949,-105.025094,174
"4022","S Federal Blvd & W Florida Ave",13813,39.689857,-105.024936,271
"4023","S Federal Blvd & W Floyd Ave",13816,39.65741,-105.025079,100
"4024","S Federal Blvd & W Union Ave",13852,39.631212,-105.025544,49
"4025","S Havana St & Florida Ave",14266,39.68908,-104.866091,163
"4026","Huron St & Kennedy Dr",14435,39.8935,-104.996553,40
"4027","Lamar St & W 68th Ave",14924,39.81967,-105.067253,20
"4028","S Main St & Grand Ave",15167,40.151707,-105.102701,33
"4029","Mansfield Ave & S Richfield St",15198,39.645538,-104.78719,38
"4030","S Peoria St & Exposition Dr",15929,39.704374,-104.847099,149
"4031","S Sable Blvd & Iliff Ave",16392,39.675366,-104.820303,104
"4032","Sheridan Blvd & W 8th Ave",16509,39.728212,-105.053375,96
"4033","S Teller St & W Cedar Ave",16740,39.71218,-105.076932,49
"4034","S Wadsworth Blvd & W Louisiana Ave",17076,39.692652,-105.081444,138
